               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.034449,            0.036323,           0.0077178,             0.95068,              0.9854,             0.99121,             0.63289,            0.029473,            0.026923,           0.0077534,             0.00703,             0.00703,             0.00703
                 152,            0.036506,            0.041581,           0.0088819,             0.98189,             0.97644,             0.99306,             0.57273,            0.033243,             0.02749,           0.0075108,           0.0070102,           0.0070102,           0.0070102
                 153,            0.034872,            0.041472,           0.0082987,             0.97807,             0.98089,             0.99302,             0.63704,            0.028429,            0.026679,           0.0074295,           0.0069904,           0.0069904,           0.0069904
                 154,            0.033662,            0.037279,           0.0077627,             0.97989,             0.98612,             0.99319,             0.56835,            0.032174,            0.027281,            0.007164,           0.0069706,           0.0069706,           0.0069706
                 155,             0.03493,            0.036884,           0.0085588,             0.97457,             0.98922,             0.99249,             0.64349,            0.029578,            0.026834,           0.0070633,           0.0069508,           0.0069508,           0.0069508
                 156,            0.035072,            0.038294,           0.0081484,             0.98409,             0.98122,             0.99395,             0.57732,            0.031528,             0.02681,           0.0068298,            0.006931,            0.006931,            0.006931
                 157,            0.033286,            0.035893,           0.0078295,             0.97062,             0.97891,             0.99033,              0.6344,            0.030814,            0.027448,           0.0068218,           0.0069112,           0.0069112,           0.0069112
                 158,            0.035416,            0.036477,           0.0080403,             0.97638,              0.9762,             0.99192,             0.61736,            0.029428,            0.027138,           0.0066433,           0.0068914,           0.0068914,           0.0068914
                 159,            0.033923,            0.039772,           0.0076572,             0.97512,             0.98249,             0.99317,              0.6537,             0.02999,            0.027514,           0.0064785,           0.0068716,           0.0068716,           0.0068716
                 160,            0.034614,            0.038626,             0.00708,             0.98141,             0.98763,             0.99369,             0.62553,            0.030448,            0.026804,           0.0062279,           0.0068518,           0.0068518,           0.0068518
                 161,            0.034281,             0.03906,            0.007505,              0.9715,             0.98217,             0.99248,             0.64193,            0.029635,            0.026554,            0.006229,            0.006832,            0.006832,            0.006832
                 162,            0.034558,             0.04084,           0.0079504,             0.98455,               0.983,             0.99377,             0.63364,            0.028693,            0.026417,           0.0059738,           0.0068122,           0.0068122,           0.0068122
                 163,            0.033104,            0.033548,           0.0071814,             0.95996,             0.98529,              0.9921,             0.61607,            0.031719,            0.027484,           0.0059818,           0.0067924,           0.0067924,           0.0067924
                 164,            0.035236,            0.037614,           0.0066105,             0.97323,             0.98821,              0.9938,             0.63482,            0.028001,            0.026387,           0.0058994,           0.0067726,           0.0067726,           0.0067726
                 165,            0.033677,            0.036473,             0.00689,             0.96422,             0.99219,              0.9933,             0.64218,             0.03078,             0.02709,           0.0057587,           0.0067528,           0.0067528,           0.0067528
                 166,             0.03329,            0.037798,           0.0065934,             0.97807,             0.99196,             0.99407,              0.6541,            0.027546,            0.026309,           0.0055595,            0.006733,            0.006733,            0.006733
                 167,            0.033838,            0.036051,           0.0066079,             0.97299,             0.99363,             0.99431,             0.63076,            0.030122,            0.027221,           0.0054502,           0.0067132,           0.0067132,           0.0067132
                 168,            0.033904,            0.038661,           0.0066223,             0.98049,             0.98643,              0.9945,             0.61885,            0.029373,            0.026327,           0.0052866,           0.0066934,           0.0066934,           0.0066934
                 169,            0.034828,              0.0412,           0.0067258,             0.94823,             0.99334,             0.98367,             0.64608,            0.028668,             0.02653,           0.0052626,           0.0066736,           0.0066736,           0.0066736
                 170,            0.032316,            0.035995,           0.0063243,             0.97625,              0.9899,             0.99413,             0.60921,            0.030187,            0.026613,           0.0051029,           0.0066538,           0.0066538,           0.0066538
                 171,            0.034935,            0.038302,            0.005784,             0.97712,             0.98478,             0.99123,             0.68327,            0.028517,            0.026399,           0.0050411,            0.006634,            0.006634,            0.006634
                 172,            0.032698,            0.032627,           0.0055974,             0.95023,             0.98298,             0.97551,             0.59958,            0.028335,            0.025678,            0.004866,           0.0066142,           0.0066142,           0.0066142
                 173,            0.031209,            0.034296,            0.006638,             0.98731,             0.99265,             0.99489,             0.69217,            0.027621,            0.025886,           0.0048203,           0.0065944,           0.0065944,           0.0065944
                 174,            0.032482,            0.036296,           0.0057381,             0.99438,             0.99708,             0.99497,             0.63141,            0.028121,            0.025737,           0.0047539,           0.0065746,           0.0065746,           0.0065746
                 175,            0.030394,            0.033106,           0.0056843,             0.97982,             0.99791,              0.9939,             0.67472,            0.027582,            0.025588,           0.0046904,           0.0065548,           0.0065548,           0.0065548
                 176,            0.032713,            0.036966,           0.0058865,             0.97825,             0.99281,             0.99425,             0.63217,            0.027774,            0.025719,           0.0048191,            0.006535,            0.006535,            0.006535
                 177,            0.031501,            0.036978,           0.0057337,             0.97578,             0.99269,             0.99429,             0.67294,            0.027969,            0.026232,           0.0050348,           0.0065152,           0.0065152,           0.0065152
                 178,            0.032603,            0.035184,           0.0061147,             0.98977,              0.9925,             0.99466,             0.64965,            0.028481,            0.025761,           0.0046852,           0.0064954,           0.0064954,           0.0064954
                 179,            0.033276,            0.035168,           0.0058996,             0.99535,             0.99925,               0.995,             0.67622,            0.027386,            0.025696,           0.0044975,           0.0064756,           0.0064756,           0.0064756
                 180,             0.03084,            0.037678,           0.0052765,              0.9949,             0.99853,               0.995,             0.66335,            0.027424,            0.025249,           0.0043367,           0.0064558,           0.0064558,           0.0064558
                 181,            0.031922,            0.034489,           0.0050593,             0.99288,             0.99679,             0.99494,             0.68728,            0.027075,             0.02588,           0.0044821,            0.006436,            0.006436,            0.006436
                 182,             0.03183,            0.033444,            0.005543,             0.98885,             0.99441,             0.99378,             0.63988,            0.028205,            0.026333,           0.0045364,           0.0064162,           0.0064162,           0.0064162
                 183,              0.0321,            0.033695,           0.0053272,             0.98053,             0.98971,              0.9925,             0.66488,            0.028337,            0.027096,           0.0046194,           0.0063964,           0.0063964,           0.0063964
                 184,            0.033322,             0.03148,           0.0055619,             0.99006,              0.9882,             0.99399,             0.65665,            0.027549,            0.026017,           0.0043253,           0.0063766,           0.0063766,           0.0063766
                 185,            0.031574,            0.040063,           0.0050142,             0.98788,             0.99321,             0.99479,             0.67175,            0.028134,            0.026035,           0.0043562,           0.0063568,           0.0063568,           0.0063568
                 186,            0.032521,            0.034595,           0.0050684,             0.99489,             0.99679,             0.99497,             0.65946,            0.026448,            0.024962,           0.0039642,            0.006337,            0.006337,            0.006337
                 187,             0.02899,            0.030524,             0.00487,             0.99366,             0.99679,             0.99497,              0.6636,            0.028222,            0.025618,           0.0039705,           0.0063172,           0.0063172,           0.0063172
                 188,            0.031395,            0.035316,           0.0047219,             0.99571,              0.9959,               0.995,             0.70333,            0.025188,            0.024742,           0.0038481,           0.0062974,           0.0062974,           0.0062974
                 189,            0.030777,            0.032873,           0.0051247,             0.99143,             0.99959,             0.99486,             0.64288,            0.028443,            0.025755,           0.0038057,           0.0062776,           0.0062776,           0.0062776
                 190,            0.031171,            0.031085,             0.00419,             0.98941,                   1,             0.99462,             0.69338,            0.025516,            0.024974,           0.0036644,           0.0062578,           0.0062578,           0.0062578
                 191,            0.029996,            0.032552,           0.0046141,             0.99531,                   1,               0.995,             0.67583,            0.028117,            0.025523,           0.0036575,            0.006238,            0.006238,            0.006238
                 192,            0.030586,            0.038049,           0.0047156,             0.98936,                   1,              0.9945,             0.67765,            0.024873,            0.024903,           0.0035774,           0.0062182,           0.0062182,           0.0062182
                 193,            0.029757,            0.034509,           0.0045618,             0.99661,             0.99555,             0.99497,             0.65849,            0.028571,             0.02566,           0.0037285,           0.0061984,           0.0061984,           0.0061984
                 194,            0.031911,            0.031924,             0.00436,             0.98022,             0.99936,             0.99383,             0.66611,            0.026613,            0.024998,           0.0035551,           0.0061786,           0.0061786,           0.0061786
                 195,            0.030532,            0.036905,           0.0042182,             0.99134,                   1,             0.99478,             0.66891,            0.026429,            0.025094,           0.0036043,           0.0061588,           0.0061588,           0.0061588
                 196,            0.030622,            0.032917,           0.0047087,             0.99348,              0.9986,               0.995,             0.66224,            0.026825,            0.025272,           0.0035969,            0.006139,            0.006139,            0.006139
                 197,            0.029402,            0.035349,           0.0041571,             0.97703,             0.99817,              0.9946,             0.69076,            0.027591,             0.02563,           0.0036243,           0.0061192,           0.0061192,           0.0061192
                 198,            0.031621,            0.036753,           0.0046475,             0.99629,                   1,               0.995,             0.68028,            0.025154,            0.024951,           0.0035276,           0.0060994,           0.0060994,           0.0060994
                 199,            0.028606,            0.033739,           0.0044545,             0.98452,                   1,               0.995,             0.67044,            0.026337,             0.02498,           0.0035225,           0.0060796,           0.0060796,           0.0060796
                 200,            0.030753,            0.031335,           0.0043727,             0.99611,                   1,               0.995,             0.68713,            0.024833,             0.02442,           0.0035717,           0.0060598,           0.0060598,           0.0060598
                 201,            0.029087,            0.030109,            0.004639,             0.99341,             0.99906,             0.99497,             0.68874,            0.026243,            0.025022,            0.003669,             0.00604,             0.00604,             0.00604
                 202,            0.030977,             0.03493,           0.0049546,             0.99525,             0.99679,             0.99497,             0.69193,            0.025373,            0.024509,           0.0036535,           0.0060202,           0.0060202,           0.0060202
                 203,            0.028923,             0.03306,           0.0043156,             0.99569,             0.99792,               0.995,             0.69353,            0.025519,            0.024945,            0.003657,           0.0060004,           0.0060004,           0.0060004
                 204,            0.029039,            0.036638,            0.004703,             0.99478,             0.99679,             0.99497,              0.6839,            0.024701,            0.024492,           0.0036507,           0.0059806,           0.0059806,           0.0059806
                 205,            0.029441,            0.033798,           0.0047668,             0.99493,              0.9993,               0.995,              0.6943,            0.026045,             0.02467,           0.0035271,           0.0059608,           0.0059608,           0.0059608
                 206,            0.029532,            0.030312,           0.0043962,             0.99584,                   1,               0.995,             0.67534,            0.025419,            0.024545,           0.0034378,            0.005941,            0.005941,            0.005941
                 207,            0.030168,            0.033954,           0.0042861,             0.99639,                   1,               0.995,              0.7139,            0.024678,            0.024289,            0.003392,           0.0059212,           0.0059212,           0.0059212
                 208,            0.029335,            0.037265,           0.0045275,             0.99588,             0.99758,               0.995,             0.66645,            0.025406,            0.024325,           0.0032656,           0.0059014,           0.0059014,           0.0059014
                 209,            0.029576,            0.032096,           0.0047288,             0.99682,                   1,               0.995,             0.72931,            0.023505,            0.023794,           0.0032341,           0.0058816,           0.0058816,           0.0058816
                 210,            0.028632,             0.03168,           0.0043517,             0.99683,                   1,               0.995,             0.67679,            0.024772,            0.023949,           0.0031094,           0.0058618,           0.0058618,           0.0058618
                 211,            0.028512,            0.031794,           0.0037643,             0.99696,             0.99942,               0.995,             0.71769,            0.024462,            0.024217,           0.0031076,            0.005842,            0.005842,            0.005842
                 212,            0.029559,            0.034906,           0.0043594,             0.99563,             0.99996,               0.995,             0.70166,            0.024287,            0.023699,           0.0030561,           0.0058222,           0.0058222,           0.0058222
                 213,            0.029496,            0.031937,           0.0051402,             0.99671,             0.99923,               0.995,             0.68641,            0.024998,             0.02389,           0.0030527,           0.0058024,           0.0058024,           0.0058024
                 214,            0.027984,            0.034141,           0.0040024,             0.99699,             0.99973,               0.995,             0.71382,            0.024027,            0.023538,           0.0029886,           0.0057826,           0.0057826,           0.0057826
                 215,            0.030129,            0.035522,           0.0037083,             0.99618,                   1,               0.995,             0.70254,            0.024283,            0.024027,           0.0030212,           0.0057628,           0.0057628,           0.0057628
                 216,            0.027946,            0.033642,           0.0042344,             0.99654,                   1,               0.995,             0.73862,            0.022605,            0.023222,           0.0029652,            0.005743,            0.005743,            0.005743
                 217,            0.027922,             0.03539,           0.0032987,             0.99627,                   1,               0.995,             0.70204,            0.025415,            0.024575,           0.0029875,           0.0057232,           0.0057232,           0.0057232
                 218,            0.028359,            0.035932,           0.0038501,             0.99448,                   1,               0.995,             0.73944,             0.02239,            0.023168,           0.0029371,           0.0057034,           0.0057034,           0.0057034
                 219,            0.025439,            0.033574,           0.0033659,             0.99607,                   1,               0.995,             0.70631,            0.023797,             0.02377,           0.0028873,           0.0056836,           0.0056836,           0.0056836
                 220,            0.028441,            0.039876,           0.0040713,             0.99081,                   1,               0.995,             0.71453,            0.022909,            0.023091,            0.002851,           0.0056638,           0.0056638,           0.0056638
                 221,            0.027953,            0.033185,           0.0040637,             0.96505,                   1,             0.99113,             0.69873,            0.023592,            0.023288,           0.0028913,            0.005644,            0.005644,            0.005644
                 222,            0.027614,             0.03214,            0.003934,             0.98681,                   1,             0.99491,             0.72774,            0.023137,            0.022852,            0.002879,           0.0056242,           0.0056242,           0.0056242
                 223,            0.027223,            0.032426,           0.0036809,             0.93699,             0.99549,             0.97897,             0.70399,            0.023606,            0.023377,           0.0028853,           0.0056044,           0.0056044,           0.0056044
                 224,            0.028261,            0.033984,           0.0042946,             0.99388,             0.99936,               0.995,             0.69735,            0.024694,            0.023937,           0.0028974,           0.0055846,           0.0055846,           0.0055846
                 225,            0.028937,            0.031853,           0.0038019,             0.99692,                   1,               0.995,             0.72246,            0.022835,            0.023502,           0.0029657,           0.0055648,           0.0055648,           0.0055648
                 226,             0.02726,            0.034307,           0.0035825,             0.99614,             0.99692,               0.995,             0.69066,            0.024429,            0.024098,           0.0030785,            0.005545,            0.005545,            0.005545
                 227,             0.02824,            0.032971,           0.0036886,              0.9915,             0.99632,             0.99497,             0.70575,            0.024188,            0.025022,           0.0031666,           0.0055252,           0.0055252,           0.0055252
                 228,            0.027608,            0.037346,           0.0040836,             0.99537,             0.99575,               0.995,             0.72595,            0.022712,            0.024211,           0.0031174,           0.0055054,           0.0055054,           0.0055054
                 229,            0.027344,            0.034896,           0.0038348,             0.99748,             0.99763,               0.995,             0.70841,            0.024817,            0.024164,           0.0029969,           0.0054856,           0.0054856,           0.0054856
                 230,            0.027293,            0.032906,           0.0036195,             0.99751,             0.99555,               0.995,             0.72371,            0.022227,            0.023568,           0.0030101,           0.0054658,           0.0054658,           0.0054658
                 231,            0.027324,            0.033911,           0.0035308,              0.9977,             0.99767,               0.995,             0.71166,            0.025245,             0.02439,           0.0029265,            0.005446,            0.005446,            0.005446
                 232,             0.02707,            0.035521,           0.0037609,             0.99734,             0.99819,               0.995,             0.74977,            0.021332,            0.022799,           0.0028507,           0.0054262,           0.0054262,           0.0054262
                 233,             0.02617,            0.031719,           0.0033159,             0.99761,                   1,               0.995,             0.69748,            0.025754,            0.023967,           0.0027749,           0.0054064,           0.0054064,           0.0054064
                 234,            0.027827,            0.028703,           0.0033147,             0.99759,             0.99886,               0.995,             0.74423,            0.021468,            0.022936,           0.0027514,           0.0053866,           0.0053866,           0.0053866
                 235,            0.027179,            0.029165,           0.0038008,             0.99731,             0.99873,               0.995,             0.71465,            0.024327,             0.02405,           0.0027575,           0.0053668,           0.0053668,           0.0053668
                 236,            0.028106,            0.034416,           0.0040598,             0.99654,                   1,               0.995,             0.71929,             0.02316,            0.023854,           0.0026765,            0.005347,            0.005347,            0.005347
                 237,             0.02728,            0.030208,           0.0034944,             0.99638,             0.99807,               0.995,             0.73436,            0.022793,            0.023526,           0.0027034,           0.0053272,           0.0053272,           0.0053272
                 238,            0.026721,            0.034896,           0.0036949,              0.9973,                   1,               0.995,             0.72855,              0.0225,             0.02265,           0.0026181,           0.0053074,           0.0053074,           0.0053074
                 239,            0.027575,            0.034238,           0.0031941,             0.99752,                   1,               0.995,             0.74221,            0.022528,            0.022888,            0.002631,           0.0052876,           0.0052876,           0.0052876
                 240,            0.026262,            0.030375,           0.0033026,             0.99715,                   1,               0.995,             0.73258,             0.02232,             0.02268,           0.0026158,           0.0052678,           0.0052678,           0.0052678
                 241,            0.026871,            0.028589,           0.0031943,             0.99688,                   1,               0.995,             0.74053,            0.022566,            0.022876,            0.002649,            0.005248,            0.005248,            0.005248
                 242,            0.026063,            0.035005,           0.0032921,             0.99705,                   1,               0.995,             0.75115,            0.021455,            0.022453,           0.0026407,           0.0052282,           0.0052282,           0.0052282
                 243,            0.026962,            0.031802,            0.003285,             0.99645,                   1,               0.995,             0.72792,            0.021951,            0.022465,           0.0026688,           0.0052084,           0.0052084,           0.0052084
                 244,            0.026293,            0.030001,           0.0033916,             0.99678,                   1,               0.995,             0.73673,             0.02206,            0.022471,           0.0026359,           0.0051886,           0.0051886,           0.0051886
                 245,            0.026622,            0.032316,           0.0036042,             0.99608,                   1,               0.995,             0.75244,            0.021997,            0.022894,           0.0026542,           0.0051688,           0.0051688,           0.0051688
                 246,            0.026705,            0.036367,           0.0030682,             0.99653,                   1,               0.995,             0.76163,            0.020789,            0.021863,           0.0026207,            0.005149,            0.005149,            0.005149
                 247,            0.024093,            0.031852,           0.0035256,             0.99598,                   1,               0.995,             0.73324,            0.022916,            0.023007,           0.0027125,           0.0051292,           0.0051292,           0.0051292
                 248,            0.026448,            0.032049,           0.0029132,             0.99652,             0.99886,               0.995,             0.77225,            0.019478,            0.021687,           0.0026793,           0.0051094,           0.0051094,           0.0051094
                 249,            0.024908,             0.03459,           0.0032024,             0.99184,             0.99261,             0.99494,              0.7156,            0.024213,            0.023657,           0.0029263,           0.0050896,           0.0050896,           0.0050896
                 250,            0.025649,            0.033545,           0.0032541,             0.99716,                   1,               0.995,             0.75913,            0.019728,            0.021726,           0.0025663,           0.0050698,           0.0050698,           0.0050698
                 251,            0.025819,            0.035442,           0.0034126,             0.99687,                   1,               0.995,              0.7184,            0.023604,            0.023466,            0.002546,             0.00505,             0.00505,             0.00505
                 252,            0.025327,            0.029984,           0.0030197,             0.99659,                   1,               0.995,             0.76252,            0.020284,            0.021863,           0.0024734,           0.0050302,           0.0050302,           0.0050302
                 253,             0.02574,            0.029676,           0.0032007,             0.99695,             0.99995,               0.995,             0.74356,            0.022102,            0.022495,           0.0024714,           0.0050104,           0.0050104,           0.0050104
                 254,              0.0255,            0.028695,           0.0027736,             0.99662,              0.9996,               0.995,             0.74861,            0.021811,            0.022173,           0.0024413,           0.0049906,           0.0049906,           0.0049906
                 255,            0.028138,            0.031363,           0.0031999,             0.99753,                   1,               0.995,              0.7501,            0.021353,            0.022304,           0.0024562,           0.0049708,           0.0049708,           0.0049708
                 256,            0.023591,            0.030996,           0.0032001,             0.99778,                   1,               0.995,             0.75721,            0.021671,            0.022179,           0.0024201,            0.004951,            0.004951,            0.004951
                 257,            0.026721,            0.030937,           0.0032212,             0.99731,                   1,               0.995,             0.73576,            0.021792,            0.022483,           0.0024688,           0.0049312,           0.0049312,           0.0049312
                 258,            0.024541,             0.02925,           0.0031342,             0.99767,                   1,               0.995,             0.74548,            0.020869,            0.022173,            0.002447,           0.0049114,           0.0049114,           0.0049114
                 259,            0.026625,             0.03278,           0.0032452,             0.99785,                   1,               0.995,             0.75292,            0.022149,            0.022489,           0.0024679,           0.0048916,           0.0048916,           0.0048916
                 260,            0.025055,            0.030706,           0.0032375,             0.99739,                   1,               0.995,             0.77416,            0.020338,             0.02203,           0.0024985,           0.0048718,           0.0048718,           0.0048718
                 261,            0.026743,            0.034909,           0.0030783,             0.99738,                   1,               0.995,             0.72024,            0.022554,            0.022805,           0.0025752,            0.004852,            0.004852,            0.004852
                 262,            0.025949,            0.033088,           0.0032688,             0.99735,                   1,               0.995,             0.76377,            0.019527,            0.021815,           0.0025738,           0.0048322,           0.0048322,           0.0048322
                 263,            0.024652,            0.033251,           0.0034651,             0.99724,                   1,               0.995,             0.74354,            0.022716,            0.023031,           0.0025821,           0.0048124,           0.0048124,           0.0048124
                 264,            0.025516,            0.028685,           0.0035704,              0.9973,                   1,               0.995,             0.78052,            0.019153,            0.021631,           0.0025712,           0.0047926,           0.0047926,           0.0047926
                 265,             0.02387,            0.030058,           0.0030725,             0.99805,             0.99992,               0.995,             0.73129,            0.022027,            0.022191,           0.0025655,           0.0047728,           0.0047728,           0.0047728
                 266,            0.024421,            0.031007,           0.0030619,             0.99815,                   1,               0.995,             0.77209,            0.019059,            0.021416,             0.00255,            0.004753,            0.004753,            0.004753
                 267,            0.023783,            0.030845,           0.0031825,              0.9975,                   1,               0.995,             0.74804,            0.022205,            0.022489,           0.0025389,           0.0047332,           0.0047332,           0.0047332
                 268,            0.025137,            0.033635,           0.0030753,             0.99686,                   1,               0.995,             0.77328,            0.018621,            0.021636,           0.0025317,           0.0047134,           0.0047134,           0.0047134
                 269,            0.023925,            0.030691,           0.0034314,             0.99743,                   1,               0.995,             0.74322,            0.022353,            0.022787,           0.0025085,           0.0046936,           0.0046936,           0.0046936
                 270,            0.025112,            0.028626,            0.003253,             0.99794,                   1,               0.995,             0.78024,            0.019058,            0.021702,           0.0024899,           0.0046738,           0.0046738,           0.0046738
                 271,            0.025274,            0.036854,           0.0029759,             0.99796,                   1,               0.995,             0.76004,            0.021328,            0.022292,           0.0024911,            0.004654,            0.004654,            0.004654
                 272,            0.026163,            0.029883,            0.003455,             0.99773,                   1,               0.995,             0.76376,            0.019362,            0.021595,           0.0024528,           0.0046342,           0.0046342,           0.0046342
                 273,            0.023523,            0.030038,           0.0027504,             0.99783,                   1,               0.995,             0.77764,            0.020662,            0.022244,           0.0024442,           0.0046144,           0.0046144,           0.0046144
                 274,            0.022896,             0.02866,           0.0030389,              0.9978,                   1,               0.995,             0.78496,            0.019039,            0.021362,           0.0023778,           0.0045946,           0.0045946,           0.0045946
                 275,            0.025868,            0.037776,           0.0030282,             0.99813,                   1,               0.995,             0.75731,            0.020498,            0.021929,           0.0023758,           0.0045748,           0.0045748,           0.0045748
                 276,            0.022814,            0.035508,           0.0031744,             0.99804,                   1,               0.995,             0.77746,            0.018683,            0.021148,           0.0023446,            0.004555,            0.004555,            0.004555
                 277,            0.024652,            0.031462,           0.0033726,              0.9973,             0.99876,               0.995,             0.76599,            0.020257,            0.022119,           0.0023438,           0.0045352,           0.0045352,           0.0045352
                 278,            0.023326,            0.030965,            0.002955,             0.99777,             0.99885,               0.995,             0.76976,            0.020134,            0.021589,           0.0022977,           0.0045154,           0.0045154,           0.0045154
                 279,            0.024953,            0.030974,           0.0029716,              0.9973,             0.99801,               0.995,             0.77909,            0.019618,            0.022179,           0.0022977,           0.0044956,           0.0044956,           0.0044956
                 280,            0.023146,            0.033572,           0.0028287,             0.99723,              0.9987,               0.995,             0.76729,            0.019295,            0.021344,           0.0022676,           0.0044758,           0.0044758,           0.0044758
                 281,            0.022391,            0.028449,           0.0028497,             0.99741,             0.99874,               0.995,             0.77851,            0.020207,            0.021559,           0.0022468,            0.004456,            0.004456,            0.004456
                 282,            0.024366,            0.030123,           0.0028964,               0.998,             0.99977,               0.995,             0.77801,            0.018979,            0.020927,           0.0022353,           0.0044362,           0.0044362,           0.0044362
                 283,            0.022558,            0.028659,           0.0024529,             0.99787,             0.99788,               0.995,             0.77576,            0.020017,            0.021312,           0.0022287,           0.0044164,           0.0044164,           0.0044164
                 284,            0.023794,            0.034689,           0.0027451,             0.99735,             0.99836,               0.995,             0.79894,            0.018393,            0.020623,           0.0022079,           0.0043966,           0.0043966,           0.0043966
                 285,            0.023601,            0.029081,           0.0027756,             0.99798,             0.99786,               0.995,             0.77478,            0.020545,            0.021303,           0.0022081,           0.0043768,           0.0043768,           0.0043768
                 286,            0.023957,            0.029919,           0.0026881,              0.9977,             0.99863,               0.995,             0.79565,            0.018399,            0.020599,           0.0022167,            0.004357,            0.004357,            0.004357
                 287,            0.023213,            0.030376,           0.0025167,             0.99771,             0.99878,               0.995,             0.76614,            0.020427,            0.021785,            0.002247,           0.0043372,           0.0043372,           0.0043372
                 288,            0.022297,            0.035975,           0.0027287,             0.99707,                   1,               0.995,             0.78625,            0.018612,            0.020796,           0.0022576,           0.0043174,           0.0043174,           0.0043174
                 289,            0.022349,            0.027697,            0.002643,             0.99745,                   1,               0.995,             0.75968,            0.020516,            0.021571,           0.0022599,           0.0042976,           0.0042976,           0.0042976
                 290,            0.023434,            0.029308,           0.0027198,             0.99745,                   1,               0.995,             0.80631,            0.017901,            0.020418,           0.0022588,           0.0042778,           0.0042778,           0.0042778
                 291,            0.022762,            0.028701,           0.0025879,             0.99791,                   1,               0.995,             0.76295,            0.020027,            0.021249,           0.0022654,            0.004258,            0.004258,            0.004258
                 292,            0.022685,             0.03103,           0.0028218,             0.99752,                   1,               0.995,             0.80031,            0.018513,            0.021005,            0.002284,           0.0042382,           0.0042382,           0.0042382
                 293,            0.023638,            0.032005,           0.0030294,             0.99799,                   1,               0.995,             0.77614,            0.018555,            0.020748,           0.0022528,           0.0042184,           0.0042184,           0.0042184
                 294,            0.022178,            0.029229,           0.0026991,             0.99768,                   1,               0.995,             0.77779,            0.019044,            0.020888,           0.0022731,           0.0041986,           0.0041986,           0.0041986
                 295,             0.02392,            0.032984,           0.0027386,             0.99759,                   1,               0.995,             0.77743,            0.019052,            0.021142,            0.002284,           0.0041788,           0.0041788,           0.0041788
                 296,            0.022507,            0.026484,           0.0027196,             0.99775,                   1,               0.995,             0.77594,            0.019412,            0.020987,           0.0022631,            0.004159,            0.004159,            0.004159
                 297,            0.022856,            0.031678,           0.0027749,             0.99757,                   1,               0.995,             0.79583,            0.018831,             0.02144,           0.0022659,           0.0041392,           0.0041392,           0.0041392
                 298,            0.023729,            0.027058,           0.0028954,             0.99759,                   1,               0.995,             0.78279,            0.018857,            0.020617,            0.002221,           0.0041194,           0.0041194,           0.0041194
                 299,            0.023359,            0.027668,           0.0027109,             0.99777,                   1,               0.995,             0.80004,              0.0186,            0.020853,           0.0022216,           0.0040996,           0.0040996,           0.0040996
                 300,            0.022343,            0.030018,           0.0025901,             0.99787,                   1,               0.995,             0.79792,            0.018497,            0.020525,           0.0021855,           0.0040798,           0.0040798,           0.0040798
                 301,            0.022387,            0.028418,           0.0023984,             0.99814,                   1,               0.995,             0.77507,            0.019278,            0.021064,           0.0021821,             0.00406,             0.00406,             0.00406
                 302,            0.021845,            0.034913,           0.0025855,             0.99798,                   1,               0.995,             0.80297,            0.017486,            0.020242,           0.0021549,           0.0040402,           0.0040402,           0.0040402
                 303,            0.022327,            0.027583,           0.0027187,             0.99782,                   1,               0.995,             0.76709,            0.019899,            0.021151,           0.0021392,           0.0040204,           0.0040204,           0.0040204
                 304,            0.022761,            0.027498,           0.0025091,             0.99773,                   1,               0.995,             0.81981,            0.016671,             0.01992,             0.00211,           0.0040006,           0.0040006,           0.0040006
                 305,            0.023758,            0.030369,           0.0029144,             0.99792,                   1,               0.995,             0.77717,            0.020316,            0.021577,           0.0021077,           0.0039808,           0.0039808,           0.0039808
                 306,            0.022319,            0.029937,           0.0029904,             0.99792,                   1,               0.995,             0.81114,            0.016972,            0.020126,           0.0020548,            0.003961,            0.003961,            0.003961
                 307,              0.0219,            0.032595,           0.0024869,             0.99769,             0.99805,               0.995,             0.76049,            0.020612,            0.021577,           0.0020688,           0.0039412,           0.0039412,           0.0039412
                 308,            0.023938,            0.032917,           0.0027705,             0.99757,             0.99713,               0.995,             0.79693,            0.017413,            0.020683,           0.0020325,           0.0039214,           0.0039214,           0.0039214
                 309,            0.021586,             0.03104,           0.0023492,              0.9974,             0.99824,               0.995,             0.77117,            0.019523,            0.021529,           0.0020345,           0.0039016,           0.0039016,           0.0039016
                 310,            0.022589,            0.028441,           0.0024131,             0.99769,             0.99737,               0.995,             0.79464,            0.017935,            0.020516,           0.0019901,           0.0038818,           0.0038818,           0.0038818
                 311,            0.021994,            0.029608,           0.0024601,             0.99752,             0.99792,               0.995,             0.78782,            0.018574,            0.020975,           0.0019833,            0.003862,            0.003862,            0.003862
                 312,            0.021627,            0.026645,           0.0023996,              0.9976,             0.99839,               0.995,             0.78646,            0.018138,            0.020477,           0.0019478,           0.0038422,           0.0038422,           0.0038422
                 313,            0.021516,            0.029865,            0.002394,             0.99744,             0.99927,               0.995,             0.79908,            0.018033,            0.020418,           0.0019435,           0.0038224,           0.0038224,           0.0038224
                 314,            0.022966,            0.025272,           0.0025445,             0.99832,                   1,               0.995,             0.78656,            0.018663,            0.020218,            0.001916,           0.0038026,           0.0038026,           0.0038026
