               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 315,            0.022376,            0.028643,           0.0026496,               0.998,             0.99981,               0.995,             0.81489,            0.017048,            0.019899,           0.0019186,           0.0037828,           0.0037828,           0.0037828
                 316,            0.022135,            0.027852,           0.0026481,             0.99794,             0.99955,               0.995,             0.80458,            0.017537,            0.019878,           0.0019172,            0.003763,            0.003763,            0.003763
                 317,            0.021213,            0.029566,           0.0024701,             0.99793,             0.99964,               0.995,             0.80805,             0.01717,            0.019792,           0.0019183,           0.0037432,           0.0037432,           0.0037432
                 318,            0.021542,            0.027965,            0.002445,             0.99759,                   1,               0.995,             0.80607,            0.017559,            0.019833,           0.0019149,           0.0037234,           0.0037234,           0.0037234
                 319,            0.021945,            0.028831,            0.002264,             0.99804,                   1,               0.995,             0.81125,            0.016864,            0.019825,           0.0019046,           0.0037036,           0.0037036,           0.0037036
                 320,            0.021732,            0.031802,           0.0024774,             0.99776,                   1,               0.995,             0.81677,             0.01687,            0.019485,           0.0018946,           0.0036838,           0.0036838,           0.0036838
                 321,            0.021201,            0.029497,           0.0027176,             0.99739,                   1,               0.995,             0.79528,            0.017893,            0.020054,           0.0018771,            0.003664,            0.003664,            0.003664
                 322,            0.022799,            0.023806,           0.0025263,             0.99732,                   1,               0.995,             0.81221,             0.01681,            0.019512,           0.0018717,           0.0036442,           0.0036442,           0.0036442
                 323,            0.020935,                0.03,           0.0021175,             0.99743,                   1,               0.995,             0.80209,            0.017389,             0.01995,           0.0018688,           0.0036244,           0.0036244,           0.0036244
                 324,            0.022972,            0.029339,           0.0024309,             0.99753,                   1,               0.995,             0.80956,             0.01703,            0.019613,           0.0018651,           0.0036046,           0.0036046,           0.0036046
                 325,            0.020905,            0.028504,            0.002483,             0.99766,             0.99893,               0.995,             0.80732,             0.01667,            0.019506,           0.0018705,           0.0035848,           0.0035848,           0.0035848
                 326,             0.02215,            0.029624,           0.0027409,             0.99638,              0.9994,               0.995,             0.80885,            0.016704,            0.019541,           0.0019392,            0.003565,            0.003565,            0.003565
                 327,            0.020544,            0.027542,           0.0022013,             0.99599,             0.99902,               0.995,             0.79815,            0.017377,            0.019953,           0.0019526,           0.0035452,           0.0035452,           0.0035452
                 328,            0.022489,            0.031117,           0.0028003,             0.99743,                   1,               0.995,             0.81642,            0.016174,            0.019544,            0.001882,           0.0035254,           0.0035254,           0.0035254
                 329,            0.019808,            0.030381,           0.0024419,             0.99771,             0.99827,               0.995,             0.79913,            0.017723,            0.019774,           0.0018419,           0.0035056,           0.0035056,           0.0035056
                 330,            0.022343,            0.024851,           0.0025226,              0.9978,             0.99807,               0.995,             0.82926,             0.01571,             0.01905,           0.0018428,           0.0034858,           0.0034858,           0.0034858
                 331,            0.019994,            0.028665,           0.0024863,             0.99773,             0.99806,               0.995,             0.81762,            0.016429,            0.019315,           0.0018411,            0.003466,            0.003466,            0.003466
                 332,            0.020986,              0.0271,           0.0023502,             0.99786,             0.99795,               0.995,             0.82383,             0.01621,            0.019133,           0.0018376,           0.0034462,           0.0034462,           0.0034462
                 333,            0.020159,            0.027119,           0.0020351,             0.99788,             0.99754,               0.995,              0.8138,            0.016307,            0.019154,           0.0018482,           0.0034264,           0.0034264,           0.0034264
                 334,            0.020039,            0.026228,            0.002293,             0.99772,                   1,               0.995,             0.80362,            0.016965,            0.019553,           0.0018351,           0.0034066,           0.0034066,           0.0034066
                 335,            0.021112,            0.028751,           0.0022466,             0.99721,             0.99867,               0.995,              0.8015,             0.01679,            0.019705,           0.0018499,           0.0033868,           0.0033868,           0.0033868
                 336,            0.020035,            0.026851,           0.0026504,              0.9971,             0.99837,               0.995,             0.80881,            0.017237,            0.020117,           0.0018611,            0.003367,            0.003367,            0.003367
                 337,            0.021108,            0.029402,           0.0025436,             0.99668,              0.9964,               0.995,             0.79977,            0.016828,            0.019872,           0.0018914,           0.0033472,           0.0033472,           0.0033472
                 338,            0.019877,            0.028898,           0.0023935,             0.99642,             0.99635,               0.995,             0.78866,            0.017518,             0.02014,           0.0019215,           0.0033274,           0.0033274,           0.0033274
                 339,            0.021216,            0.031179,            0.002286,             0.99712,             0.99755,               0.995,             0.80711,            0.016464,            0.019485,           0.0019106,           0.0033076,           0.0033076,           0.0033076
                 340,            0.020132,            0.028269,            0.002585,              0.9979,             0.99975,               0.995,             0.81222,            0.016014,            0.018856,           0.0018637,           0.0032878,           0.0032878,           0.0032878
                 341,             0.02013,            0.028498,           0.0022404,             0.99795,                   1,               0.995,             0.81928,            0.016758,            0.019032,           0.0018531,            0.003268,            0.003268,            0.003268
                 342,             0.02049,            0.030408,           0.0028973,             0.99782,                   1,               0.995,             0.82339,            0.015613,            0.018951,           0.0018562,           0.0032482,           0.0032482,           0.0032482
                 343,            0.019093,            0.025947,           0.0025968,             0.99743,                   1,               0.995,             0.80651,            0.017531,            0.019571,           0.0018479,           0.0032284,           0.0032284,           0.0032284
                 344,            0.021752,            0.024558,           0.0021164,             0.99734,             0.99979,               0.995,             0.82714,            0.015384,            0.018793,           0.0018419,           0.0032086,           0.0032086,           0.0032086
                 345,            0.018418,            0.024475,           0.0021218,             0.99719,                   1,               0.995,             0.81795,            0.016865,             0.01958,           0.0018179,           0.0031888,           0.0031888,           0.0031888
                 346,            0.020408,            0.028137,           0.0021135,             0.99744,             0.99983,               0.995,             0.83233,             0.01562,             0.01891,             0.00179,            0.003169,            0.003169,            0.003169
                 347,            0.019302,            0.027656,           0.0021522,             0.99735,                   1,               0.995,             0.81917,            0.016025,            0.019026,           0.0017638,           0.0031492,           0.0031492,           0.0031492
                 348,            0.020217,            0.027596,           0.0021799,             0.99794,                   1,               0.995,             0.81027,            0.016373,            0.019199,           0.0017517,           0.0031294,           0.0031294,           0.0031294
                 349,            0.020605,            0.030152,           0.0021129,             0.99766,                   1,               0.995,             0.83852,            0.015177,            0.018549,           0.0017406,           0.0031096,           0.0031096,           0.0031096
                 350,            0.020037,             0.02614,           0.0028162,             0.99758,                   1,               0.995,              0.8166,             0.01588,            0.019038,           0.0017271,           0.0030898,           0.0030898,           0.0030898
                 351,            0.019472,            0.028583,           0.0023066,              0.9975,                   1,               0.995,             0.84064,            0.015199,            0.018719,           0.0017518,             0.00307,             0.00307,             0.00307
                 352,            0.018336,            0.025529,            0.002085,             0.99747,                   1,               0.995,             0.81483,             0.01615,            0.018951,           0.0017432,           0.0030502,           0.0030502,           0.0030502
                 353,            0.021139,            0.031772,           0.0026649,             0.99791,                   1,               0.995,             0.83754,            0.015071,            0.018767,           0.0017219,           0.0030304,           0.0030304,           0.0030304
                 354,            0.019269,            0.029876,           0.0021073,             0.99806,                   1,               0.995,             0.82973,             0.01526,            0.018376,           0.0016914,           0.0030106,           0.0030106,           0.0030106
                 355,            0.019895,            0.031549,           0.0019909,             0.99736,                   1,               0.995,             0.83589,            0.015581,            0.018555,           0.0016889,           0.0029908,           0.0029908,           0.0029908
                 356,            0.019991,            0.029775,           0.0021433,             0.99754,                   1,               0.995,             0.83475,            0.015022,            0.018299,           0.0016723,            0.002971,            0.002971,            0.002971
                 357,            0.019323,            0.026963,           0.0021216,             0.99727,                   1,               0.995,             0.83259,            0.015381,            0.018317,           0.0016678,           0.0029512,           0.0029512,           0.0029512
                 358,            0.019535,            0.028639,           0.0025593,             0.99756,                   1,               0.995,             0.84045,            0.014895,            0.018239,           0.0016534,           0.0029314,           0.0029314,           0.0029314
                 359,            0.019409,            0.028556,           0.0020919,             0.99712,                   1,               0.995,             0.84519,            0.014593,            0.017941,            0.001655,           0.0029116,           0.0029116,           0.0029116
                 360,            0.018099,            0.027834,           0.0020086,             0.99794,                   1,               0.995,             0.83415,            0.015245,            0.018466,           0.0016401,           0.0028918,           0.0028918,           0.0028918
                 361,            0.019689,            0.023653,           0.0020966,             0.99774,                   1,               0.995,             0.84898,            0.014693,            0.018358,           0.0016462,            0.002872,            0.002872,            0.002872
                 362,            0.018084,            0.028978,           0.0018623,             0.99792,                   1,               0.995,             0.83602,            0.015333,             0.01851,           0.0016289,           0.0028522,           0.0028522,           0.0028522
                 363,            0.019141,            0.026693,           0.0020428,             0.99775,                   1,               0.995,             0.84074,             0.01488,            0.018838,           0.0016369,           0.0028324,           0.0028324,           0.0028324
                 364,            0.018481,            0.028421,           0.0022532,             0.99787,                   1,               0.995,             0.84537,            0.014713,            0.018328,           0.0016192,           0.0028126,           0.0028126,           0.0028126
                 365,            0.018684,            0.023965,           0.0019824,             0.99791,                   1,               0.995,             0.84956,            0.014379,            0.017965,           0.0016218,           0.0027928,           0.0027928,           0.0027928
                 366,            0.018954,              0.0279,           0.0020496,             0.99808,                   1,               0.995,             0.84551,            0.014906,            0.018141,           0.0016169,            0.002773,            0.002773,            0.002773
                 367,            0.019224,            0.027613,            0.002209,             0.99808,                   1,               0.995,             0.84282,            0.014119,            0.018206,           0.0016226,           0.0027532,           0.0027532,           0.0027532
                 368,             0.01882,            0.023242,           0.0023465,             0.99822,                   1,               0.995,             0.82725,             0.01523,            0.018415,            0.001616,           0.0027334,           0.0027334,           0.0027334
                 369,            0.018905,            0.027168,           0.0019382,             0.99817,                   1,               0.995,              0.8556,            0.014244,            0.017861,           0.0016279,           0.0027136,           0.0027136,           0.0027136
                 370,            0.018762,            0.026851,            0.002324,             0.99816,                   1,               0.995,             0.84368,            0.014376,            0.018078,           0.0016271,           0.0026938,           0.0026938,           0.0026938
                 371,            0.018647,            0.024255,           0.0021407,             0.99781,                   1,               0.995,             0.84224,            0.014854,            0.018474,           0.0016302,            0.002674,            0.002674,            0.002674
                 372,            0.019108,            0.027696,           0.0022684,             0.99779,                   1,               0.995,             0.85261,            0.013889,            0.017899,           0.0016236,           0.0026542,           0.0026542,           0.0026542
                 373,            0.017853,            0.026825,           0.0018275,              0.9976,                   1,               0.995,             0.84098,             0.01511,            0.018439,           0.0016253,           0.0026344,           0.0026344,           0.0026344
                 374,            0.017954,            0.026373,           0.0020938,             0.99805,                   1,               0.995,             0.85413,             0.01376,            0.017738,           0.0016118,           0.0026146,           0.0026146,           0.0026146
                 375,            0.017166,            0.023429,           0.0020307,              0.9977,                   1,               0.995,             0.85087,            0.014717,            0.018156,           0.0016152,           0.0025948,           0.0025948,           0.0025948
                 376,            0.018287,            0.024181,           0.0017748,             0.99797,                   1,               0.995,             0.84938,            0.014062,            0.017896,           0.0015947,            0.002575,            0.002575,            0.002575
                 377,            0.018245,             0.02871,           0.0020445,             0.99796,                   1,               0.995,              0.8519,            0.014437,            0.018126,           0.0016046,           0.0025552,           0.0025552,           0.0025552
                 378,             0.01812,            0.024714,           0.0018105,             0.99809,                   1,               0.995,             0.84269,            0.014384,            0.018117,           0.0015877,           0.0025354,           0.0025354,           0.0025354
                 379,            0.018604,            0.026562,           0.0021239,             0.99805,                   1,               0.995,             0.85345,             0.01407,            0.017881,            0.001595,           0.0025156,           0.0025156,           0.0025156
                 380,            0.018348,            0.026467,           0.0019633,             0.99802,                   1,               0.995,             0.83508,            0.014897,            0.018281,           0.0015889,           0.0024958,           0.0024958,           0.0024958
                 381,            0.017103,            0.027444,           0.0020139,             0.99809,                   1,               0.995,             0.85534,            0.013702,            0.017732,           0.0015912,            0.002476,            0.002476,            0.002476
                 382,            0.018593,            0.028218,           0.0017625,             0.99815,                   1,               0.995,             0.84035,            0.014575,            0.018337,           0.0015879,           0.0024562,           0.0024562,           0.0024562
                 383,            0.017577,            0.027042,           0.0018793,             0.99811,                   1,               0.995,             0.85712,             0.01368,            0.017813,           0.0015909,           0.0024364,           0.0024364,           0.0024364
                 384,            0.017937,            0.025376,           0.0020241,              0.9981,                   1,               0.995,             0.85283,            0.014381,            0.018266,           0.0015743,           0.0024166,           0.0024166,           0.0024166
                 385,            0.017912,            0.027693,           0.0020701,             0.99813,                   1,               0.995,             0.84765,            0.014009,            0.018013,           0.0015804,           0.0023968,           0.0023968,           0.0023968
                 386,            0.017292,            0.025963,            0.001983,             0.99802,                   1,               0.995,             0.85519,            0.014258,             0.01789,           0.0015646,            0.002377,            0.002377,            0.002377
                 387,            0.017297,            0.027763,           0.0018906,             0.99814,                   1,               0.995,             0.85304,            0.013872,            0.017786,            0.001562,           0.0023572,           0.0023572,           0.0023572
                 388,            0.017302,            0.025465,           0.0021326,             0.99811,                   1,               0.995,             0.85217,            0.013968,            0.017947,           0.0015528,           0.0023374,           0.0023374,           0.0023374
                 389,            0.016937,            0.026377,           0.0019222,             0.99809,                   1,               0.995,             0.84966,            0.013933,            0.017756,           0.0015384,           0.0023176,           0.0023176,           0.0023176
                 390,            0.017974,            0.025394,           0.0023421,             0.99816,                   1,               0.995,             0.85912,            0.013711,            0.017506,           0.0015309,           0.0022978,           0.0022978,           0.0022978
                 391,            0.017453,            0.027076,            0.001837,             0.99805,                   1,               0.995,             0.85653,            0.013544,            0.017565,           0.0015225,            0.002278,            0.002278,            0.002278
                 392,            0.017598,            0.023784,           0.0018736,             0.99799,                   1,               0.995,             0.85996,            0.013665,            0.017533,           0.0015118,           0.0022582,           0.0022582,           0.0022582
                 393,             0.01794,            0.029531,           0.0019058,             0.99796,                   1,               0.995,              0.8555,             0.01374,            0.017715,           0.0015078,           0.0022384,           0.0022384,           0.0022384
                 394,            0.017212,            0.027636,           0.0017682,             0.99791,                   1,               0.995,             0.85917,             0.01345,            0.017428,           0.0015069,           0.0022186,           0.0022186,           0.0022186
                 395,            0.017085,            0.023338,           0.0018975,             0.99794,                   1,               0.995,             0.84966,            0.013981,             0.01784,           0.0014872,           0.0021988,           0.0021988,           0.0021988
                 396,            0.017595,            0.025918,            0.001888,             0.99774,                   1,               0.995,             0.86121,            0.013066,            0.017238,            0.001496,            0.002179,            0.002179,            0.002179
                 397,             0.01616,            0.028201,           0.0016616,             0.99772,                   1,               0.995,             0.85309,            0.013891,            0.017986,           0.0014907,           0.0021592,           0.0021592,           0.0021592
                 398,            0.017135,            0.030466,           0.0017323,             0.99771,                   1,               0.995,             0.85656,             0.01309,            0.017509,            0.001482,           0.0021394,           0.0021394,           0.0021394
                 399,            0.015962,            0.026096,           0.0017262,             0.99783,                   1,               0.995,             0.85115,            0.013817,            0.017858,           0.0014733,           0.0021196,           0.0021196,           0.0021196
                 400,            0.017423,            0.027163,           0.0019025,             0.99789,                   1,               0.995,             0.86157,            0.013055,            0.017473,           0.0014658,           0.0020998,           0.0020998,           0.0020998
                 401,            0.016409,            0.025118,           0.0018239,             0.99791,                   1,               0.995,              0.8463,            0.013389,            0.017381,           0.0014585,             0.00208,             0.00208,             0.00208
                 402,            0.016523,            0.024068,           0.0016492,             0.99784,                   1,               0.995,             0.84217,            0.014019,            0.017589,           0.0014475,           0.0020602,           0.0020602,           0.0020602
                 403,            0.018067,            0.027046,           0.0020515,             0.99774,                   1,               0.995,             0.87169,            0.012699,            0.017044,           0.0014475,           0.0020404,           0.0020404,           0.0020404
                 404,            0.016486,             0.02487,           0.0017916,              0.9978,                   1,               0.995,             0.85238,            0.014067,            0.017732,           0.0014411,           0.0020206,           0.0020206,           0.0020206
                 405,            0.017112,            0.029008,           0.0017966,             0.99778,                   1,               0.995,             0.87006,            0.012453,            0.016817,             0.00144,           0.0020008,           0.0020008,           0.0020008
                 406,            0.017235,            0.024391,            0.001972,             0.99789,                   1,               0.995,             0.85696,            0.013774,            0.017169,           0.0014289,            0.001981,            0.001981,            0.001981
                 407,             0.01692,            0.024272,           0.0017856,             0.99812,                   1,               0.995,             0.86405,            0.012708,            0.016737,           0.0014285,           0.0019612,           0.0019612,           0.0019612
                 408,            0.017758,            0.029216,           0.0021334,             0.99804,                   1,               0.995,             0.86472,            0.013029,            0.016773,           0.0014231,           0.0019414,           0.0019414,           0.0019414
                 409,            0.015548,            0.023385,           0.0015805,             0.99803,                   1,               0.995,             0.86298,             0.01287,            0.017059,           0.0014297,           0.0019216,           0.0019216,           0.0019216
                 410,            0.016364,            0.027887,           0.0017342,             0.99804,                   1,               0.995,             0.86946,            0.012642,            0.016862,           0.0014216,           0.0019018,           0.0019018,           0.0019018
                 411,            0.016163,            0.027817,           0.0017702,               0.998,                   1,               0.995,             0.86226,            0.012885,            0.016621,           0.0014181,            0.001882,            0.001882,            0.001882
                 412,            0.017167,            0.025138,            0.001895,             0.99794,                   1,               0.995,             0.85706,            0.012961,            0.016573,           0.0014103,           0.0018622,           0.0018622,           0.0018622
                 413,            0.016948,            0.028419,            0.001682,             0.99744,                   1,               0.995,             0.86075,            0.012707,            0.016627,           0.0014068,           0.0018424,           0.0018424,           0.0018424
                 414,            0.017058,            0.023045,           0.0020354,             0.99789,                   1,               0.995,             0.86072,            0.012937,            0.016642,           0.0013958,           0.0018226,           0.0018226,           0.0018226
                 415,            0.016561,            0.025041,           0.0016499,             0.99783,                   1,               0.995,             0.86449,            0.012769,            0.016618,           0.0013959,           0.0018028,           0.0018028,           0.0018028
                 416,             0.01657,            0.022915,           0.0017577,             0.99724,                   1,               0.995,             0.86042,            0.012974,            0.016791,           0.0013903,            0.001783,            0.001783,            0.001783
                 417,            0.015631,            0.022119,           0.0015369,              0.9972,                   1,               0.995,              0.8648,            0.012909,            0.016966,           0.0013853,           0.0017632,           0.0017632,           0.0017632
                 418,            0.017243,            0.026599,           0.0017924,             0.99716,                   1,               0.995,             0.86258,            0.013075,            0.016961,           0.0013701,           0.0017434,           0.0017434,           0.0017434
                 419,            0.015603,            0.025828,            0.001539,             0.99732,                   1,               0.995,              0.8662,            0.012612,            0.016767,            0.001369,           0.0017236,           0.0017236,           0.0017236
                 420,            0.017112,            0.024086,           0.0017854,             0.99745,                   1,               0.995,             0.85738,            0.013587,            0.017205,           0.0013493,           0.0017038,           0.0017038,           0.0017038
                 421,            0.016524,             0.02621,           0.0016504,             0.99735,                   1,               0.995,             0.86999,            0.012157,            0.016692,           0.0013395,            0.001684,            0.001684,            0.001684
                 422,            0.016005,            0.022332,           0.0017776,             0.99752,                   1,               0.995,             0.85615,            0.013432,            0.017044,           0.0013265,           0.0016642,           0.0016642,           0.0016642
                 423,             0.01618,            0.027582,            0.001627,             0.99747,                   1,               0.995,             0.87315,            0.011966,            0.016466,           0.0013235,           0.0016444,           0.0016444,           0.0016444
                 424,             0.01496,            0.020802,           0.0015642,             0.99744,                   1,               0.995,             0.86879,            0.013068,            0.016889,           0.0013118,           0.0016246,           0.0016246,           0.0016246
                 425,            0.015782,            0.023719,           0.0016502,             0.99751,                   1,               0.995,             0.86963,             0.01226,            0.016445,           0.0013082,           0.0016048,           0.0016048,           0.0016048
                 426,            0.015507,            0.026635,           0.0015259,             0.99745,                   1,               0.995,             0.86371,            0.012947,            0.016773,           0.0012959,            0.001585,            0.001585,            0.001585
                 427,            0.016034,            0.024552,            0.001582,             0.99734,                   1,               0.995,             0.87575,            0.011799,            0.016177,           0.0012979,           0.0015652,           0.0015652,           0.0015652
                 428,            0.015677,             0.02998,           0.0018778,             0.99736,                   1,               0.995,             0.86169,             0.01326,             0.01702,           0.0013008,           0.0015454,           0.0015454,           0.0015454
                 429,            0.017067,            0.026789,           0.0015634,             0.99808,                   1,               0.995,             0.87621,            0.012023,            0.016379,           0.0012946,           0.0015256,           0.0015256,           0.0015256
                 430,            0.014457,            0.022017,           0.0015121,             0.99828,                   1,               0.995,              0.8651,            0.012654,            0.016546,           0.0012872,           0.0015058,           0.0015058,           0.0015058
                 431,             0.01669,            0.022363,           0.0019477,             0.99828,                   1,               0.995,             0.86886,            0.012183,            0.016502,           0.0012799,            0.001486,            0.001486,            0.001486
                 432,            0.015944,            0.028105,           0.0016692,             0.99828,                   1,               0.995,             0.86789,            0.012608,            0.016645,            0.001277,           0.0014662,           0.0014662,           0.0014662
                 433,            0.016178,            0.025817,           0.0017018,             0.99784,                   1,               0.995,              0.8753,            0.012063,             0.01657,           0.0012696,           0.0014464,           0.0014464,           0.0014464
                 434,            0.015315,             0.02626,           0.0016314,             0.99784,                   1,               0.995,             0.87282,            0.012414,              0.0166,           0.0012624,           0.0014266,           0.0014266,           0.0014266
                 435,            0.016242,            0.025399,           0.0016227,              0.9977,                   1,               0.995,             0.87297,            0.012326,            0.016499,           0.0012541,           0.0014068,           0.0014068,           0.0014068
                 436,            0.015374,            0.025701,           0.0017852,             0.99776,                   1,               0.995,             0.87856,            0.012195,            0.016582,           0.0012538,            0.001387,            0.001387,            0.001387
                 437,            0.015286,            0.026669,           0.0016882,             0.99762,                   1,               0.995,             0.88401,            0.011952,            0.016403,           0.0012508,           0.0013672,           0.0013672,           0.0013672
                 438,            0.014925,            0.023284,           0.0016903,             0.99765,                   1,               0.995,             0.87546,            0.011972,            0.016415,           0.0012493,           0.0013474,           0.0013474,           0.0013474
                 439,            0.015024,            0.021736,           0.0014863,             0.99761,                   1,               0.995,             0.87827,            0.011922,             0.01626,           0.0012393,           0.0013276,           0.0013276,           0.0013276
                 440,             0.01478,            0.022988,           0.0014268,             0.99758,                   1,               0.995,             0.87361,            0.011778,            0.016105,           0.0012307,           0.0013078,           0.0013078,           0.0013078
                 441,            0.015006,            0.026908,           0.0016117,             0.99806,                   1,               0.995,             0.87944,             0.01174,            0.016135,           0.0012308,            0.001288,            0.001288,            0.001288
                 442,             0.01489,            0.022285,           0.0014871,             0.99824,                   1,               0.995,             0.87359,            0.012353,            0.016552,           0.0012305,           0.0012682,           0.0012682,           0.0012682
                 443,            0.014534,            0.023497,           0.0013727,             0.99821,                   1,               0.995,             0.88462,            0.011451,            0.015953,           0.0012247,           0.0012484,           0.0012484,           0.0012484
                 444,            0.015417,            0.025984,           0.0021138,             0.99816,                   1,               0.995,             0.87243,            0.012312,            0.016338,           0.0012151,           0.0012286,           0.0012286,           0.0012286
                 445,            0.015343,            0.025125,           0.0015464,             0.99811,                   1,               0.995,             0.88211,            0.011578,            0.015956,           0.0012115,           0.0012088,           0.0012088,           0.0012088
                 446,            0.014236,             0.02504,           0.0016488,             0.99808,                   1,               0.995,             0.88435,            0.011831,            0.016141,           0.0012072,            0.001189,            0.001189,            0.001189
                 447,            0.015627,            0.021351,           0.0015369,             0.99816,                   1,               0.995,             0.88436,            0.011493,            0.015926,           0.0012022,           0.0011692,           0.0011692,           0.0011692
                 448,            0.016041,             0.02413,            0.001485,             0.99828,                   1,               0.995,              0.8834,            0.011787,            0.016081,           0.0012028,           0.0011494,           0.0011494,           0.0011494
                 449,            0.015664,            0.025284,             0.00207,             0.99831,                   1,               0.995,             0.88682,            0.011342,            0.015849,           0.0011949,           0.0011296,           0.0011296,           0.0011296
                 450,            0.014441,            0.022896,           0.0014864,             0.99827,                   1,               0.995,              0.8821,            0.011671,            0.016168,           0.0011942,           0.0011098,           0.0011098,           0.0011098
                 451,            0.015114,            0.026279,           0.0014607,             0.99773,                   1,               0.995,             0.87843,            0.011797,            0.016242,           0.0011885,             0.00109,             0.00109,             0.00109
                 452,             0.01457,            0.024798,            0.001642,             0.99808,                   1,               0.995,             0.88091,            0.011515,            0.016028,            0.001182,           0.0010702,           0.0010702,           0.0010702
                 453,            0.014857,             0.02684,           0.0015612,               0.998,                   1,               0.995,             0.88091,            0.011592,            0.016001,           0.0011816,           0.0010504,           0.0010504,           0.0010504
                 454,             0.01494,            0.025674,           0.0018454,             0.99797,                   1,               0.995,             0.88591,            0.011339,            0.015807,           0.0011795,           0.0010306,           0.0010306,           0.0010306
                 455,            0.014785,            0.024717,           0.0014255,             0.99788,                   1,               0.995,             0.88033,            0.011638,            0.016028,           0.0011779,           0.0010108,           0.0010108,           0.0010108
                 456,            0.014243,            0.022852,           0.0013488,             0.99786,                   1,               0.995,             0.88634,             0.01133,            0.015843,           0.0011759,            0.000991,            0.000991,            0.000991
                 457,            0.015479,            0.023138,           0.0016512,             0.99789,                   1,               0.995,             0.88244,            0.011665,            0.016037,           0.0011743,           0.0009712,           0.0009712,           0.0009712
                 458,            0.014568,            0.024589,            0.001436,             0.99777,                   1,               0.995,             0.88122,            0.011351,            0.015751,           0.0011676,           0.0009514,           0.0009514,           0.0009514
                 459,             0.01461,            0.024516,           0.0016875,              0.9978,                   1,               0.995,             0.88325,            0.011247,            0.015688,           0.0011621,           0.0009316,           0.0009316,           0.0009316
                 460,            0.014533,            0.024335,           0.0014718,             0.99786,                   1,               0.995,             0.88605,             0.01124,             0.01573,           0.0011556,           0.0009118,           0.0009118,           0.0009118
                 461,            0.014192,            0.025477,           0.0014694,             0.99789,                   1,               0.995,             0.88918,            0.011293,            0.015712,            0.001154,            0.000892,            0.000892,            0.000892
                 462,            0.014252,            0.021409,           0.0018766,               0.998,                   1,               0.995,             0.88312,            0.011201,            0.015679,           0.0011473,           0.0008722,           0.0008722,           0.0008722
                 463,            0.013792,            0.018919,           0.0014287,              0.9981,                   1,               0.995,             0.88749,            0.011236,            0.015661,           0.0011404,           0.0008524,           0.0008524,           0.0008524
                 464,            0.014831,            0.024033,           0.0014297,             0.99812,                   1,               0.995,             0.88093,            0.011146,            0.015616,           0.0011341,           0.0008326,           0.0008326,           0.0008326
                 465,            0.013516,            0.024069,           0.0013287,              0.9981,                   1,               0.995,             0.88955,            0.011014,            0.015569,           0.0011297,           0.0008128,           0.0008128,           0.0008128
                 466,            0.013613,            0.021461,           0.0012352,             0.99817,                   1,               0.995,             0.88651,            0.011068,             0.01556,           0.0011277,            0.000793,            0.000793,            0.000793
                 467,            0.013493,            0.021942,           0.0012781,             0.99821,                   1,               0.995,             0.88745,            0.010912,            0.015444,           0.0011238,           0.0007732,           0.0007732,           0.0007732
                 468,            0.014034,            0.023682,            0.001527,             0.99822,                   1,               0.995,             0.89118,            0.010971,            0.015461,           0.0011202,           0.0007534,           0.0007534,           0.0007534
                 469,            0.013695,            0.026114,           0.0011939,             0.99816,                   1,               0.995,              0.8955,             0.01094,            0.015455,           0.0011209,           0.0007336,           0.0007336,           0.0007336
                 470,            0.013918,            0.025286,           0.0013841,             0.99813,                   1,               0.995,             0.88727,            0.011121,            0.015578,           0.0011144,           0.0007138,           0.0007138,           0.0007138
                 471,            0.014292,            0.024717,           0.0016083,             0.99809,                   1,               0.995,             0.89435,            0.010897,            0.015423,           0.0011112,            0.000694,            0.000694,            0.000694
                 472,            0.013997,            0.023677,           0.0014217,             0.99752,                   1,               0.995,             0.89351,            0.010844,            0.015405,           0.0011081,           0.0006742,           0.0006742,           0.0006742
                 473,            0.013962,            0.021411,             0.00116,             0.99752,                   1,               0.995,             0.89447,            0.010763,            0.015414,           0.0011046,           0.0006544,           0.0006544,           0.0006544
                 474,            0.014102,             0.01965,           0.0012827,             0.99761,                   1,               0.995,             0.89373,             0.01084,            0.015435,           0.0011034,           0.0006346,           0.0006346,           0.0006346
                 475,            0.013413,            0.023042,           0.0014553,             0.99758,                   1,               0.995,             0.89022,            0.011005,            0.015569,           0.0011001,           0.0006148,           0.0006148,           0.0006148
                 476,            0.014651,            0.024078,           0.0013491,             0.99764,                   1,               0.995,              0.8933,            0.010899,            0.015587,           0.0010995,            0.000595,            0.000595,            0.000595
                 477,            0.014642,            0.023744,            0.001647,              0.9981,                   1,               0.995,              0.8906,            0.010951,            0.015649,           0.0010976,           0.0005752,           0.0005752,           0.0005752
                 478,            0.014549,            0.025148,            0.001749,             0.99806,                   1,               0.995,             0.89034,            0.010919,            0.015616,           0.0010929,           0.0005554,           0.0005554,           0.0005554
                 479,            0.013964,            0.023382,           0.0015034,             0.99812,                   1,               0.995,             0.89044,            0.010942,            0.015581,           0.0010905,           0.0005356,           0.0005356,           0.0005356
                 480,            0.013871,            0.022829,           0.0014155,              0.9981,                   1,               0.995,             0.89284,            0.010809,            0.015509,           0.0010855,           0.0005158,           0.0005158,           0.0005158
